# init_mag dcoeff ccoeff
1.344653196e+00 6.944748582e-02 9.185643237e-02
1.197417142e+00 8.564691151e-02 6.640907816e-02
8.303928117e-01 5.104479336e-02 7.610858989e-02
5.573354958e-01 8.832576949e-02 3.871156663e-02
1.475194187e+00 2.443594557e-02 1.006518608e-02
1.128573819e+00 3.667547809e-02 7.023637230e-02
1.450058916e+00 2.673068962e-02 5.286178397e-02
6.566336741e-01 7.890348437e-02 7.713296900e-02
7.224156285e-01 9.137783775e-02 6.720838298e-02
1.069405651e+00 4.062662429e-02 4.016722498e-02
7.835589016e-01 5.005464939e-02 6.305887111e-02
5.218642771e-01 2.400876711e-02 1.342261957e-02
1.155679110e+00 9.697756500e-02 6.222565480e-02
6.941296924e-01 4.288002316e-02 9.521842296e-02
1.353942780e+00 8.654241415e-02 5.110530196e-02
6.036259203e-01 7.653821088e-02 3.991228167e-02
8.428364414e-01 5.624668251e-02 8.179724736e-02
8.182804534e-01 1.795660933e-02 4.787278736e-02
7.668312567e-01 1.658340702e-02 2.106176050e-02
1.060358378e+00 8.267194478e-02 6.199245579e-02
1.036484864e+00 8.252926352e-02 2.719581122e-02
5.909200060e-01 1.194303775e-02 2.166298079e-02
8.887122837e-01 9.514978252e-02 6.216641160e-02
9.607240836e-01 4.765913466e-02 8.764640804e-02
1.365820071e+00 3.203231774e-02 5.003853004e-02
1.280966240e+00 7.720034311e-02 4.969386090e-02
1.324353263e+00 6.872157797e-02 3.113390974e-02
1.117296928e+00 8.587427475e-02 9.583353217e-02
1.011232331e+00 4.711912628e-02 4.214712568e-02
1.444797626e+00 6.608649175e-02 5.952523235e-02
9.959754106e-01 7.687214945e-02 4.992014122e-02
9.731913438e-01 8.946560758e-02 8.578391897e-02
1.076526265e+00 7.457986895e-02 8.764890433e-02
8.033182742e-01 1.231003810e-02 8.701036161e-02
1.383042488e+00 5.416192930e-02 6.199663982e-02
1.022882679e+00 9.098813842e-02 5.250140756e-02
1.050788035e+00 6.157925327e-02 3.841207247e-02
7.198420497e-01 4.172625920e-02 5.671982533e-02
1.047712309e+00 9.273162924e-02 4.073674718e-02
1.021978907e+00 2.439440863e-02 2.251897648e-02
7.435984881e-01 7.177897452e-02 7.130443031e-02
9.277293921e-01 2.002415173e-02 9.222151034e-02
5.979314433e-01 4.390967309e-02 7.164911032e-02
7.212270378e-01 9.141645939e-02 8.412565481e-02
1.411489008e+00 1.545368870e-02 9.550160215e-02
1.378173567e+00 2.019178628e-02 3.962109385e-02
1.329608451e+00 1.875272689e-02 4.283196074e-02
1.221117562e+00 9.625197480e-02 7.291094209e-02
8.237903752e-01 8.200194774e-02 1.975515018e-02
5.763800919e-01 1.409970563e-02 9.335207909e-02
1.229337563e+00 9.547098115e-02 8.978514152e-02
6.757167334e-01 8.098777367e-02 1.118424249e-02
1.195114410e+00 5.301847145e-02 4.260447788e-02
1.273857924e+00 7.573102291e-02 5.808011666e-02
8.790388716e-01 7.562089950e-02 8.172143781e-02
5.531229735e-01 3.562393732e-02 5.065183413e-02
1.127868006e+00 3.093548433e-02 3.117158132e-02
9.183098998e-01 5.885126507e-02 7.976675617e-02
5.617266795e-01 5.606316221e-02 1.644744084e-02
8.992607360e-01 3.232613676e-02 7.108927174e-02
1.426377241e+00 3.034783269e-02 6.283381540e-02
7.100970237e-01 3.033860515e-02 2.892319391e-02
1.361565434e+00 2.663476559e-02 1.358648508e-02
9.723433587e-01 5.083365009e-02 3.346842745e-02
1.120246226e+00 2.377669131e-02 1.812777722e-02
7.738424071e-01 6.245711673e-02 6.723223720e-02
8.475493913e-01 3.321718548e-02 4.403887404e-02
5.630323245e-01 7.881728277e-02 9.763529007e-02
5.889496113e-01 9.151397585e-02 9.198901555e-02
1.009003358e+00 2.862582593e-02 3.034942031e-02
7.518590986e-01 4.842428202e-02 7.828390031e-02
1.268300821e+00 9.080690478e-02 7.610166937e-02
8.481634926e-01 4.648438259e-02 9.860079025e-02
1.366555601e+00 2.091037956e-02 2.448530862e-02
1.321129489e+00 1.645739697e-02 9.428029018e-02
7.158471139e-01 2.064695915e-02 9.776410399e-02
6.166009073e-01 9.362920677e-02 6.033380912e-02
8.226232966e-01 8.574606174e-02 6.620649963e-02
1.058996375e+00 3.270497437e-02 2.290238409e-02
1.349128874e+00 5.557426614e-02 2.523905264e-02
1.479198096e+00 8.579525795e-02 7.343702338e-02
1.285546978e+00 4.941471328e-02 5.104325446e-02
8.281719146e-01 6.138580774e-02 7.005843981e-02
1.477738576e+00 8.821118908e-02 1.891712389e-02
1.400083786e+00 7.870085622e-02 9.239387476e-02
1.016775293e+00 6.122026116e-02 5.040841259e-02
8.910791448e-01 8.048264349e-02 1.719532085e-02
8.748557321e-01 3.832910508e-02 5.639675779e-02
1.484409007e+00 7.481868612e-02 9.532290678e-02
8.917137365e-01 6.583127406e-02 7.812974484e-02
1.143859663e+00 8.825519441e-02 3.998090731e-02
6.205553797e-01 4.799876079e-02 4.636934923e-02
6.130949214e-01 5.945027289e-02 3.047834733e-02
1.227106533e+00 2.269707879e-02 2.505658682e-02
1.371877019e+00 4.553546047e-02 4.904698292e-02
1.060865561e+00 4.787975926e-02 3.943052589e-02
1.350042213e+00 1.687498346e-02 6.492611214e-02
5.045741799e-01 5.306081186e-02 3.277359546e-02
8.767717451e-01 5.854250297e-02 1.791502275e-02
5.281345921e-01 3.781311353e-02 5.077165413e-02
8.898119199e-01 3.742946890e-02 1.751002499e-02
8.115584110e-01 6.243506788e-02 7.781015834e-02
8.610476104e-01 3.252481757e-02 3.365234490e-02
6.530474317e-01 8.906469893e-02 3.146505840e-02
1.247267285e+00 3.294319442e-02 9.304647154e-02
1.495405443e+00 7.062081493e-02 5.047799739e-02
5.044774344e-01 6.562006361e-02 3.369185874e-02
1.143809189e+00 9.754613761e-02 5.815202964e-02
8.301783907e-01 7.025403014e-02 7.905246457e-02
1.042598727e+00 2.193762847e-02 9.731417839e-02
9.235007147e-01 8.154681613e-02 6.285870805e-02
1.469432664e+00 9.142796438e-02 1.129613128e-02
6.985770450e-01 3.781447917e-02 2.124874796e-02
1.103956140e+00 3.469599841e-02 9.926575897e-02
1.225201181e+00 1.977139940e-02 2.125797911e-02
6.306511312e-01 9.646417130e-02 4.447673366e-02
1.180812493e+00 5.780452325e-02 3.309924991e-02
1.326730670e+00 6.092513981e-02 4.030754970e-02
9.423047436e-01 6.481345646e-02 7.047095674e-02
5.948118047e-01 3.210147995e-02 6.243274817e-02
6.268916880e-01 2.943358666e-02 6.610237141e-02
9.750148888e-01 4.008504086e-02 5.314213771e-02
1.230041953e+00 3.157851966e-02 1.177735117e-02
1.124251005e+00 5.195708101e-02 8.155967060e-02
6.043568293e-01 2.780053915e-02 6.709038987e-02
8.334123504e-01 3.654350803e-02 9.727502196e-02
7.857482328e-01 8.920059642e-02 1.003966382e-02
8.463026894e-01 2.211711179e-02 2.929452799e-02
6.161872971e-01 4.764665445e-02 4.482394297e-02
1.000288279e+00 9.676132174e-02 1.236597025e-02
8.472162323e-01 9.423181403e-02 2.830638989e-02
1.223893213e+00 1.289228037e-02 6.927781345e-02
5.856616096e-01 3.365592805e-02 7.121036523e-02
6.984811752e-01 7.325873132e-02 3.256110233e-02
5.461283286e-01 8.489930472e-02 4.273865692e-02
8.643260135e-01 6.809798736e-02 5.776024948e-02
1.290123548e+00 4.283128108e-02 9.686361732e-02
6.253069922e-01 4.651487246e-02 5.190768372e-02
9.208711853e-01 5.519734141e-02 2.792256519e-02
1.180975342e+00 4.341182859e-02 9.105239466e-02
6.439976097e-01 3.270332941e-02 1.363146236e-02
5.178061544e-01 3.721651694e-02 3.861174676e-02
5.187425704e-01 7.433122577e-02 6.217240538e-02
1.073486438e+00 3.266561113e-02 9.603737667e-02
7.888207263e-01 1.354798310e-02 3.734136462e-02
1.172437537e+00 7.784968493e-02 9.560829003e-02
7.085361942e-01 7.381747458e-02 4.880597950e-02
1.010327907e+00 6.757502323e-02 7.910614756e-02
1.392951292e+00 9.559206127e-02 6.419803829e-02
1.093901007e+00 4.078983905e-02 1.990672527e-02
1.133237842e+00 3.877072439e-02 7.389159309e-02
1.455280459e+00 1.223826496e-02 3.394304579e-02
8.441359678e-01 9.100670792e-02 9.534645155e-02
9.488620256e-01 2.649364855e-02 5.202577296e-02
1.144534019e+00 5.604773788e-02 3.692339238e-02
9.622702900e-01 3.486249904e-02 5.404166405e-02
1.090051333e+00 5.975621155e-02 3.773332036e-02
5.048094907e-01 5.732764724e-02 5.485580518e-02
1.042681863e+00 8.886467421e-02 5.228627688e-02
7.564452563e-01 5.813005818e-02 4.673785795e-02
8.703266966e-01 7.446288257e-02 8.701164401e-02
1.288406527e+00 6.372849900e-02 3.210839861e-02
8.281075188e-01 9.702829087e-02 8.146253167e-02
1.367353024e+00 4.685806169e-02 3.240394262e-02
1.180358883e+00 3.241251181e-02 5.963345697e-02
1.252289342e+00 9.129708928e-02 5.042977372e-02
1.117033898e+00 6.637602242e-02 1.039041114e-02
1.475300768e+00 5.964775088e-02 2.751007014e-02
1.409985026e+00 6.138924929e-02 1.335035077e-02
1.389818648e+00 2.035873745e-02 8.427964736e-02
1.259235109e+00 7.186479190e-02 2.857507131e-02
5.430947116e-01 6.949032000e-02 8.843157686e-02
5.363837643e-01 6.600494258e-02 7.885968430e-02
1.308263122e+00 5.519231688e-02 8.225296523e-02
1.478397454e+00 1.134272302e-02 7.022613918e-02
1.158906671e+00 3.225269052e-02 6.540002974e-02
8.888157941e-01 8.393456899e-02 3.147680240e-02
1.137226487e+00 6.579463516e-02 1.854537359e-02
6.901491812e-01 6.575024781e-02 8.789249717e-02
9.103572764e-01 3.117564323e-02 6.651084591e-02
8.712148072e-01 8.181094534e-02 9.978109900e-02
7.853283361e-01 2.617682721e-02 2.590985816e-02
6.657901624e-01 1.964211039e-02 4.749493761e-02
1.438083767e+00 6.751514436e-02 7.337721230e-02
1.491714292e+00 1.009621228e-02 2.886584692e-02
1.060923012e+00 1.008119387e-02 1.028451893e-02
1.058410815e+00 5.350349094e-02 9.486537149e-02
1.462366683e+00 7.188586862e-02 1.995540804e-02
1.179829859e+00 7.775207750e-02 3.688735830e-02
5.491793003e-01 9.705409169e-02 8.677465332e-02
7.875956420e-01 6.164408126e-02 6.342080915e-02
9.033298671e-01 6.156213933e-02 7.181324508e-02
8.926699630e-01 8.289144053e-02 8.317498426e-02
7.195095446e-01 3.861439631e-02 2.214179518e-02
8.927720245e-01 2.433311335e-02 4.986821231e-02
1.212152802e+00 7.710448266e-02 4.250194478e-02
1.292387389e+00 9.170055504e-02 2.622255400e-02
1.370092325e+00 4.923189911e-02 6.313217776e-02
6.831230207e-01 9.276038165e-02 1.647286744e-02
9.302495195e-01 3.036440655e-02 1.606663506e-02
6.500485461e-01 4.204943445e-02 5.917281185e-02
7.756117322e-01 8.503723938e-02 8.990056325e-02
5.597204270e-01 9.423586575e-02 1.763862276e-02
1.132889401e+00 6.649194174e-02 6.948736900e-02
7.930769679e-01 9.527758511e-02 3.791729876e-02
1.400723068e+00 4.247372121e-02 2.645984806e-02
7.895994929e-01 3.537396196e-02 5.217532045e-02
5.838919579e-01 5.675301997e-02 7.878161813e-02
9.492584957e-01 9.060448318e-02 6.486257686e-02
7.102223638e-01 1.990691033e-02 4.460772504e-02
1.119450208e+00 4.343538081e-02 3.615314366e-02
1.037269519e+00 7.710890675e-02 1.516359384e-02
1.425701378e+00 6.543415510e-02 2.429558617e-02
8.233794308e-01 2.944345833e-02 7.803434680e-02
1.247725873e+00 3.063308576e-02 1.299359236e-02
1.297598275e+00 1.099147661e-02 9.964822423e-02
5.508822502e-01 6.055261593e-02 5.795284287e-02
7.599159200e-01 9.729115141e-02 2.730328815e-02
1.242660237e+00 2.102550926e-02 5.515256576e-02
1.142291175e+00 7.960137714e-02 5.311769948e-02
1.171381334e+00 3.411057460e-02 8.189863147e-02
9.230024106e-01 6.875801611e-02 5.268454331e-02
5.487903850e-01 9.820627179e-02 5.011068529e-02
7.276914326e-01 7.116405519e-02 8.166828272e-02
9.751704007e-01 4.310223709e-02 4.116070427e-02
9.052801997e-01 3.115568389e-02 4.713476400e-02
1.349807122e+00 6.797379532e-02 2.641503133e-02
1.353450890e+00 9.625290933e-02 4.790796408e-02
1.452988797e+00 7.888624938e-02 2.988571205e-02
1.488929577e+00 9.670501666e-02 9.876750084e-02
1.387124495e+00 7.281898758e-02 9.100492127e-02
1.141283894e+00 9.808168164e-02 4.717441252e-02
9.716447536e-01 9.227460082e-02 8.925879581e-02
6.911417806e-01 1.153739115e-02 6.723096031e-02
5.780850122e-01 8.210078465e-02 1.682109974e-02
1.073712737e+00 1.313075388e-02 5.378233842e-02
1.168917895e+00 7.129580089e-02 3.813177110e-02
1.116952682e+00 7.827192170e-02 2.329812555e-02
5.848649257e-01 5.938975158e-02 4.824758269e-02
1.318740125e+00 5.566682842e-02 2.659881623e-02
5.349954247e-01 2.078707272e-02 1.595330184e-02
1.060388031e+00 3.533672542e-02 8.128029285e-02
6.064719109e-01 2.750491601e-02 3.916581092e-02
1.499135156e+00 4.334227981e-02 6.419438050e-02
1.124632067e+00 1.827370687e-02 3.712368035e-02
7.979003118e-01 4.756352567e-02 1.736282330e-02
1.374199438e+00 1.424598753e-02 9.926111992e-02
1.179711936e+00 1.190122382e-02 7.252871675e-02
7.557154163e-01 9.920739233e-02 7.749176458e-02
1.383785759e+00 3.402652304e-02 3.261868314e-02
1.477770201e+00 2.148471375e-02 6.217280370e-02
1.036522836e+00 4.832631195e-02 6.527901585e-02
1.125465721e+00 2.774852411e-02 7.546393277e-02
9.336117944e-01 9.510122541e-02 6.977589215e-02
5.897201961e-01 3.992129904e-02 4.580424864e-02
1.369279092e+00 7.138006139e-02 5.924727490e-02
6.411851568e-01 3.986090709e-02 7.469128382e-02
1.163715052e+00 5.655930462e-02 4.935756142e-02
9.556373045e-01 1.531928740e-02 9.817224968e-02
7.630232226e-01 1.272254174e-02 4.474149315e-02
1.236737175e+00 6.777585962e-02 6.101668860e-02
1.328625779e+00 4.960369539e-02 4.378127135e-02
1.318311664e+00 9.916221852e-02 2.188208640e-02
6.984259351e-01 2.804631083e-02 3.618398034e-02
1.057652334e+00 8.936501148e-02 4.640361650e-02
6.668681120e-01 1.786294803e-02 8.081489358e-02
1.249561401e+00 7.688362119e-02 9.415641675e-02
7.674320685e-01 4.424790890e-02 6.157506253e-02
1.374252671e+00 7.483003271e-02 7.275955827e-02
5.074591383e-01 3.042888291e-02 9.706303701e-02
6.261868653e-01 3.168036862e-02 3.558922073e-02
6.016924107e-01 9.208263671e-02 5.640362165e-02
7.582813357e-01 2.374099724e-02 6.527887890e-02
1.083228028e+00 8.715891332e-02 5.308165031e-02
1.337280509e+00 6.967311266e-02 7.394093223e-02
1.137577377e+00 5.522166842e-02 6.505950533e-02
1.190549984e+00 9.783072380e-02 7.326863230e-02
6.077705079e-01 6.774067530e-02 3.029279122e-02
7.096496667e-01 1.180917465e-02 7.467792202e-02
1.314831567e+00 6.554858679e-02 9.377710228e-02
1.190712956e+00 9.571295837e-02 1.261170831e-02
1.443984417e+00 6.894107662e-02 1.634919430e-02
6.586684510e-01 4.550044194e-02 7.730444508e-02
6.322609547e-01 2.469427346e-02 1.874141531e-02
7.622339364e-01 2.706132966e-02 2.183774328e-02
1.294091603e+00 2.420895027e-02 3.700912636e-02
1.007977372e+00 7.834661027e-02 4.040788261e-02
1.116209067e+00 8.352087732e-02 5.374562508e-02
6.742569598e-01 8.708451435e-02 9.587367159e-02
1.105454325e+00 1.369812656e-02 8.309420472e-02
1.055745221e+00 2.082813237e-02 7.035459537e-02
1.175166247e+00 4.262054751e-02 9.154375944e-02
9.416242333e-01 7.420273716e-02 3.802449554e-02
1.141711149e+00 4.632998233e-02 6.215253004e-02
9.246076139e-01 4.449814583e-02 4.299684880e-02
1.058949298e+00 3.400397457e-02 3.313238753e-02
7.508279271e-01 7.340559143e-02 5.172417864e-02
5.430160647e-01 2.813848365e-02 2.259934888e-02
6.806607661e-01 7.253699918e-02 9.234548201e-02
6.948100421e-01 8.561974343e-02 7.270631394e-02
5.745681079e-01 6.356365804e-02 1.400650392e-02
1.413349125e+00 7.525096458e-02 3.679618127e-02
6.407729451e-01 8.484238991e-02 4.616004437e-02
1.378751236e+00 9.610783589e-02 9.058079372e-02
1.445834990e+00 8.842246218e-02 8.856927987e-02
1.386443698e+00 3.262306357e-02 8.474567760e-02
1.490656008e+00 6.860088331e-02 1.971617437e-02
1.364656359e+00 1.259012600e-02 8.150007749e-02
1.206363428e+00 4.824008708e-02 2.045666358e-02
1.316064291e+00 8.886976803e-02 2.530053798e-02
8.691773742e-01 5.440296186e-02 9.364348141e-02
7.995489980e-01 6.362731115e-02 9.773896438e-02
1.363015428e+00 4.001754980e-02 3.728231104e-02
1.094327712e+00 5.958149609e-02 6.837265673e-02
5.707245175e-01 8.629723121e-02 7.314028226e-02
1.003586420e+00 8.698012888e-02 4.769308620e-02
9.636318644e-01 2.788184446e-02 1.737203301e-02
1.480240879e+00 6.565612624e-02 7.854109729e-02
1.059517135e+00 3.437960445e-02 1.928445825e-02
1.411837061e+00 9.743073948e-02 6.964510938e-02
5.513761136e-01 1.680106925e-02 6.417460424e-02
7.857041901e-01 5.944318502e-02 6.619358527e-02
1.143259956e+00 8.551134247e-02 1.173917648e-02
1.108099259e+00 7.361948645e-02 7.013133271e-02
1.178350443e+00 4.829310862e-02 1.217585218e-02
6.557603463e-01 6.582889438e-02 5.169804720e-02
8.385269295e-01 6.557876502e-02 4.528106275e-02
1.274645159e+00 9.235559374e-02 9.301041150e-02
5.679295189e-01 3.749401152e-02 6.805844446e-02
7.479446367e-01 2.744219975e-02 6.451998720e-02
9.944132472e-01 1.497908892e-02 5.856437391e-02
6.241120582e-01 2.236135773e-02 7.288456552e-02
6.363572508e-01 8.390610213e-02 7.903215176e-02
1.121072888e+00 9.572924161e-02 1.149831097e-02
1.007868607e+00 6.241294892e-02 6.771936044e-02
8.032829092e-01 6.504500184e-02 4.605414781e-02
1.206846197e+00 7.115083947e-02 3.002276719e-02
9.182559288e-01 1.993278595e-02 5.210088114e-02
6.394950130e-01 4.661685824e-02 8.954190818e-02
1.012630931e+00 2.417893737e-02 2.510869294e-02
6.101929604e-01 1.341705225e-02 1.237221608e-02
1.492183190e+00 7.648824991e-02 8.909936842e-02
1.132992135e+00 2.909148330e-02 1.764676674e-02
6.581342413e-01 2.168370569e-02 6.716623926e-02
1.076258758e+00 3.590787731e-02 2.882659553e-02
8.622208214e-01 4.340738048e-02 7.502322000e-02
1.249393450e+00 6.899718337e-02 4.478002150e-02
1.409573832e+00 6.152287738e-02 3.864609946e-02
1.066124189e+00 7.586764901e-02 5.874150118e-02
9.088271945e-01 6.977254746e-02 5.285597458e-02
6.298384803e-01 5.579847608e-02 8.206682611e-02
7.769386950e-01 7.980270335e-02 7.179429718e-02
1.006193460e+00 6.255950550e-02 5.517376209e-02
7.876614305e-01 6.674208677e-02 5.870022143e-02
7.687899536e-01 5.581104879e-02 4.339032693e-02
8.956291211e-01 8.582238175e-02 2.762077339e-02
7.026048892e-01 3.561742996e-02 2.933943199e-02
8.846976957e-01 1.241896843e-02 5.986401855e-02
1.182199995e+00 3.242256357e-02 5.564101094e-02
1.247248182e+00 6.721613337e-02 1.637749590e-02
5.281097781e-01 2.091257207e-02 5.603020718e-02
1.283916581e+00 1.572295924e-02 1.636998351e-02
1.304373885e+00 9.836233287e-02 8.641054166e-02
1.109272641e+00 3.110373627e-02 1.390932304e-02
8.950683445e-01 1.980884869e-02 6.766524964e-02
1.380340786e+00 2.354571797e-02 1.719257706e-02
6.169605659e-01 1.295579907e-02 1.574023657e-02
1.291465762e+00 4.087854426e-02 4.934281196e-02
1.255531552e+00 9.601493589e-02 9.325494955e-02
1.334928879e+00 4.099521000e-02 1.276561269e-02
1.246980932e+00 2.454989419e-02 5.683133802e-02
6.118886318e-01 5.453657077e-02 6.996224633e-02
5.249899827e-01 3.880325249e-02 1.815022317e-02
1.243054022e+00 8.028704292e-02 8.882129147e-02
1.195552620e+00 4.923343011e-02 1.751032463e-02
1.037097784e+00 5.075682898e-02 3.871631589e-02
6.274127663e-01 6.533017042e-02 4.155509630e-02
6.905067894e-01 9.321696453e-02 1.464575326e-02
1.020279040e+00 8.487774990e-02 1.038178563e-02
1.193964488e+00 2.429110664e-02 4.614986390e-02
1.467108696e+00 8.306577150e-02 2.247150363e-02
1.120964774e+00 1.379367854e-02 1.439793167e-02
1.381275811e+00 8.012765043e-02 3.601942001e-02
1.318808317e+00 8.639844539e-02 8.621873527e-02
5.719438239e-01 7.376445000e-02 9.326866452e-02
1.249157459e+00 3.708279729e-02 1.162497290e-02
1.416985233e+00 9.866226426e-02 5.751984544e-02
1.387869684e+00 5.940287613e-02 4.264384728e-02
1.162150250e+00 8.952367226e-02 6.392139050e-02
1.056219350e+00 3.616821122e-02 6.511730975e-02
1.026733849e+00 4.638433663e-02 4.561003676e-02
1.093432651e+00 5.947745534e-02 9.880773355e-02
8.431018824e-01 9.594216095e-02 1.453067628e-02
1.202724986e+00 1.332081842e-02 5.509856984e-02
1.264894942e+00 8.448276590e-02 8.180328261e-02
7.702923548e-01 9.120686577e-02 8.512768490e-02
8.110323585e-01 5.186160438e-02 8.400097985e-02
8.211786048e-01 7.413585066e-02 7.290556006e-02
1.211034696e+00 9.000807301e-02 5.322219652e-02
1.132515759e+00 5.228937443e-02 1.924265546e-02
1.040841665e+00 3.063160236e-02 1.296778543e-02
1.310628966e+00 2.343511133e-02 4.390530840e-02
5.461230538e-01 2.046835310e-02 7.780658721e-02
8.125149651e-01 1.272402914e-02 6.102530754e-02
1.488928886e+00 5.918445417e-02 1.783967070e-02
6.454216259e-01 3.202637968e-02 3.779592157e-02
1.399818089e+00 1.699712110e-02 4.956039913e-02
1.206120218e+00 6.778826400e-02 5.752580123e-02
8.980654823e-01 6.803126552e-02 4.167788650e-02
9.634147456e-01 6.673336916e-02 3.343546322e-02
1.066533814e+00 5.050089892e-02 3.801205151e-02
1.313781830e+00 9.761968304e-02 8.322472174e-02
9.083236429e-01 5.108082254e-02 6.637726227e-02
5.740952401e-01 7.123895941e-02 6.455744731e-02
1.392174204e+00 8.207414726e-02 9.260157182e-02
5.465125450e-01 9.779221206e-02 2.372565512e-02
1.273020666e+00 7.026372672e-02 3.316058001e-02
1.348388071e+00 5.987259850e-02 8.634018097e-02
1.251717548e+00 7.709069901e-02 5.280438318e-02
7.830873825e-01 1.585799546e-02 7.103234927e-02
5.064577476e-01 1.227466169e-02 9.794925513e-02
1.027658529e+00 6.446927078e-02 4.708030725e-02
9.075629753e-01 7.681225610e-02 1.969437648e-02
8.712260404e-01 8.353130245e-02 2.394468147e-02
5.362622164e-01 8.547209899e-02 9.206559431e-02
9.879130110e-01 4.752267193e-02 1.689900143e-02
1.449174071e+00 3.041987759e-02 7.346442233e-02
1.122270763e+00 9.747117092e-02 1.394623142e-02
9.106907021e-01 2.360843171e-02 6.090600980e-02
6.549912481e-01 9.784900675e-02 6.232078982e-02
1.192446166e+00 5.839851388e-02 8.343886610e-02
1.077143241e+00 3.636293470e-02 2.825783102e-02
1.418140624e+00 8.546689824e-02 1.083486916e-02
8.357527153e-01 6.000674626e-02 6.582694286e-02
9.117263590e-01 8.509174291e-02 3.620625958e-02
6.747371690e-01 4.499640942e-02 1.754051165e-02
1.064144047e+00 8.086394332e-02 3.290083366e-02
1.498272946e+00 5.300995593e-02 7.440299876e-02
7.009562703e-01 9.771212225e-02 3.155720658e-02
6.338121117e-01 6.504148998e-02 3.661765186e-02
6.404987093e-01 7.451312782e-02 8.230228713e-02
8.256172254e-01 8.959680561e-02 7.229552190e-02
1.406692048e+00 3.980990868e-02 3.321874254e-02
8.310028136e-01 6.744086908e-02 6.358916663e-02
9.596284666e-01 2.029153037e-02 2.630292238e-02
1.444522725e+00 6.464075210e-02 4.662527885e-02
8.816782961e-01 5.480606815e-02 2.708189797e-02
9.212030462e-01 6.888995093e-02 6.884452321e-02
1.445032682e+00 7.596609569e-02 1.967754507e-02
7.795233009e-01 9.543677742e-02 8.141492404e-02
6.880992682e-01 6.281604910e-02 1.994964082e-02
1.228773349e+00 7.422391278e-02 7.337213194e-02
9.130142575e-01 1.610027520e-02 3.288076627e-02
1.078268862e+00 5.528650438e-02 8.112532637e-02
1.458101726e+00 4.840905172e-02 8.933278304e-02
1.260836562e+00 6.308554731e-02 1.435899796e-02
9.544936161e-01 4.787864238e-02 9.950350019e-02
6.423486444e-01 4.782282488e-02 2.854643295e-02
1.344521894e+00 3.888706312e-02 9.235810959e-02
1.092824140e+00 1.602024708e-02 3.568211191e-02
5.867790167e-01 2.992404462e-02 6.735254074e-02
1.469482269e+00 8.458489751e-02 8.673744813e-02
8.872077391e-01 7.836582483e-02 1.027845741e-02
5.357544976e-01 8.092750303e-02 4.588039224e-02
1.444596753e+00 7.842244394e-02 5.394712216e-02
1.113752608e+00 5.326802552e-02 2.877285164e-02
9.542063707e-01 4.309038424e-02 2.112069254e-02
9.580820828e-01 8.086201881e-02 4.287748916e-02
1.454115502e+00 7.741897738e-02 6.350743972e-02
8.001060907e-01 2.752769458e-02 2.225271848e-02
8.559296141e-01 2.073009052e-02 7.573201879e-02
6.509102864e-01 9.732502565e-02 1.047260273e-02
7.336274470e-01 6.040483558e-02 3.768294964e-02
5.465387631e-01 5.714344282e-02 9.483405189e-02
8.485285808e-01 5.195391194e-02 9.672695975e-02
1.285680936e+00 3.359094466e-02 9.804046660e-02
9.628003719e-01 6.275424701e-02 3.606248116e-02
1.006963750e+00 9.972397028e-02 6.406502343e-02
1.170907582e+00 7.737916829e-02 8.067877391e-02
9.432996040e-01 5.645091347e-02 7.326529686e-02
7.032813282e-01 4.384838366e-02 1.909297676e-02
1.390884921e+00 4.019515911e-02 4.737026447e-02
1.135839164e+00 5.154236112e-02 2.550462963e-02
